"Scan Number","Fragment Type","Fragment Bond Number","Neutral Loss","Fragment Charge",Intensity,"Experimental Mz","Theoretical Mz","Mass Error (ppm)","% Base Peak","% TIC","Processing Time"
17306,y,7," ",1,8926.765625,627.3570557,627.35728115091,-0.3593660513973,80.563757199151%,9.3365255111846%,1.0000000000288E-6
17306,y,8," ",1,2093.1931152344,726.4213867,726.42569515091,-5.9310276850795,18.890996917675%,2.189275684072%,1.0000000000288E-6
17306,y,9," ",1,8153.431640625,857.46521,857.46617515091,-1.1255848183474,73.584444201781%,8.5276936478765%,1.0000000000288E-6
17306,y,10," ",1,6487.0576171875,988.5046997,988.50665515091,-1.9781868932624,58.545475120839%,6.7848290724442%,1.9999999999465E-6
17306,y,13," ",1,2552.359375,1261.6026611,1261.6027381509,-0.061073828198997,23.03495684894%,2.6695187730325%,1.0000000000288E-6
17413,a,1," ",1,6191.3510742188,159.0923615,159.09167184731,4.3349389884117,16.975906261745%,1.6980173286208%,2.0000000000575E-6
17413,y,2," ",1,2008.9991455078,272.1734009,272.17171515091,6.1936968360615,5.508423083304%,0.55098076677667%,1.0000000000288E-6
17413,y,3," ",1,2670.1997070313,400.263916,400.26667515091,-6.893281605113,7.321351896108%,0.73231921741563%,1.0000000000288E-6
17413,y,4," ",1,6424.6577148438,586.3468628,586.34598515091,1.4968109498369,17.61560373876%,1.7620031556099%,2.0000000000575E-6
17413,x,11," ",2,1920.5046386719,686.850769,686.84775410256,4.3894697448426,5.2657822711909%,0.52671058660213%,4.000000000004E-6
17413,y,6," ",1,3817.6838378906,756.4514771,756.45150915091,-0.04237007755922,10.467609119902%,1.0470240233876%,2.9999999999752E-6
17413,y,13," ",2,1882.3165283203,787.4145508,787.40970930889,6.1486301842765,5.1610752736599%,0.5162372549582%,4.000000000004E-6
17413,y,15," ",2,2805.7075195313,909.4537964,909.45378880889,0.0083468848536027,7.6928972817852%,0.76948309506208%,4.000000000004E-6
17413,y,16," ",2,23414.626953125,957.9829712,957.98017080889,2.9232245001922,64.199963391694%,6.4216100545735%,4.000000000004E-6
17679,y,1," ",1,3339.7844238281,175.1191864,175.11895115091,1.3433674050997,21.551253035425%,2.2320230478095%,1.0000000000288E-6
17679,y,5," ",2,2707.6606445313,325.7032776,325.70284580889,1.3257210108905,17.472229425356%,1.8095661867041%,1.9999999999465E-6
17679,M,+4H," ",3,2797.3566894531,532.6397705,532.64011351718,-0.64399427150033,18.051027909053%,1.8695112652351%,8.000000000008E-6
17679,y,5," ",1,15496.938476562,650.4008789,650.39841515091,3.788061338273,100%,10.356813333037%,2.9999999999752E-6
17679,b,8," ",1,2988.1516113281,846.440918,846.43895846688,2.3150318182612,19.282206068298%,1.9970220889852%,2.9999999999752E-6
17874,y,5," ",3,1768.2810058594,169.0968018,169.09581402822,5.8414916026397,4.2223734288172%,0.52066646508614%,1.0000000000288E-6
17874,y,6," ",2,14404.065429688,301.6674194,301.66646480889,3.1643925242273,34.394614281172%,4.2412454837742%,1.0000000000288E-6
17874,y,4," ",1,9521.1630859375,434.2358398,434.23577515091,0.14888015849779,22.735021126328%,2.8034855947878%,2.9999999999752E-6
17874,y,5," ",1,10411.59375,505.2756958,505.27288915091,5.5547193433599,24.861227743762%,3.0656709514848%,2.9999999999752E-6
17874,b,5," ",1,2075.1354980469,555.3891602,555.38644546688,4.8880075183368,4.9550930870799%,0.61101909750919%,4.000000000004E-6
17874,y,6," ",1,26641.583984375,602.3266602,602.32565315091,1.6719345850376,63.615859665107%,7.8445559905217%,2.9999999999752E-6
17874,b,6," ",1,5620.1118164063,668.473938,668.47050546688,5.1349058678188,13.419931968925%,1.6548296018228%,3.0000000000863E-6
18044,b,2," ",1,2262.0500488281,214.1181793,214.11862046688,-2.0603853977665,2.4198910335149%,0.33975970351729%,9.9999999991773E-7
18044,b,3," ",1,2895.8195800781,328.1622314,328.16155046688,2.0749936123328,3.0978836388426%,0.43495182720498%,1.0000000000288E-6
18044,y,4," ",1,34522.12890625,414.271698,414.27108915091,1.4696876200401,36.931008772931%,5.1852204985694%,1.0000000000288E-6
18044,y,5," ",1,9029.3125,542.3684692,542.36604915091,4.4620217191278,9.6593584960127%,1.3562018840186%,2.0000000000575E-6
18044,a,6," ",1,2161.2580566406,587.3147583,587.31475384731,0.0075814389883765,2.3120659930075%,0.32462075581793%,1.9999999999465E-6
18044,b,6," ",1,2291.2614746094,615.3139038,615.30966846688,6.8832546246612,2.4511407697269%,0.34414725690848%,1.0000000000288E-6
18044,b,7," ",1,2515.2446289063,728.3924561,728.39372846688,-1.7468119634572,2.6907529865398%,0.37778950551222%,1.9999999999465E-6
18044,b,8," ",1,2668.0563964844,785.4205933,785.41519246688,6.8764052092663,2.8542276304229%,0.40074181855816%,2.0000000000575E-6
18044,y,9," ",1,6022.9311523438,985.6040649,985.60404915091,0.015979125540914,6.443198327369%,0.90464368977404%,2.9999999999752E-6
18044,M,+2H," ",2,93477.3515625,1052.095459,1052.0940478089,1.3413165000633,100%,14.040289368889%,6.9999999999792E-6
18044,y,10," ",1,3785.0397949219,1148.6627197,1148.6673791509,-4.0563969984479,4.0491517267594%,0.5685126194224%,2.9999999999752E-6
18044,y,11," ",1,29700.294921875,1205.6865234,1205.6888431509,-1.9240046237363,31.772717589262%,4.4609814898924%,3.0000000000863E-6
18044,y,12," ",1,9025.6064453125,1318.7779541,1318.7729031509,3.8300370587385,9.6553938408042%,1.3556452349548%,2.9999999999752E-6
18044,y,13," ",1,53198.6875,1375.7973633,1375.7943671509,2.1777593822662,56.910777435142%,7.9904378339786%,4.000000000004E-6
18044,y,14," ",1,20135.880859375,1488.8858643,1488.8784271509,4.9951352345358,21.540919295207%,3.024407401766%,4.000000000004E-6
18044,y,15," ",1,3371.5083007813,1601.954834,1601.9624871509,-4.7773596261421,3.6067648948388%,0.50640022809088%,4.000000000004E-6
18128,b,4," ",1,3463.7407226563,374.1662598,374.16702946688,-2.0570141632195,8.9659713921733%,1.2046114246311%,2.0000000000575E-6
18128,a,5," ",1,3812.2299804688,459.2587585,459.25617484731,5.6257331584118,9.8680437371352%,1.3258081812406%,2.9999999999752E-6
18128,a,11," ",2,2809.0986328125,487.2517395,487.25109065709,1.3316397202612,7.2714155002558%,0.97694157182946%,9.9999999991773E-7
18128,y,8," ",1,6452.8168945313,848.4850464,848.48762315091,-3.0368750689302,16.703262832829%,2.2441451524824%,2.0000000000575E-6
18128,y,22," ",2,2220.984375,1110.097168,1110.0889648089,7.3896699871404,5.7490684099019%,0.77240860857519%,2.9999999999752E-6
18128,y,11," ",1,2987.4482421875,1174.6451416,1174.6466471509,-1.2817053643421,7.7330775077501%,1.0389675703767%,2.0000000000575E-6
18128,y,25," ",2,36227.2734375,1244.6671143,1244.6577438089,7.5285685185731,93.775118654947%,12.599034096461%,2.9999999999752E-6
18128,y,17," ",1,16142.01171875,1698.9125977,1698.9061111509,3.8180739058682,41.783963313354%,5.6138300438445%,2.9999999999752E-6
18239,b,4," ",1,3124.3352050781,428.252594,428.25036046688,5.2154845090268,3.1563539499993%,0.62996530408151%,1.0000000000288E-6
18239,y,4," ",1,3856.7397460938,447.2333069,447.23102415091,5.1041832246701,3.8962643034963%,0.77764134365682%,1.0000000000288E-6
18239,y,5," ",1,2186.3537597656,584.2918091,584.28993415091,3.2089361486023,2.2087599033918%,0.44083842503899%,1.0000000000288E-6
18239,b,7," ",1,2605.763671875,756.4318237,756.42503046688,8.9807090556257,2.6324680031513%,0.52540479691463%,2.0000000000575E-6
18239,y,8," ",1,3193.8486328125,829.3858643,829.39110615091,-6.3201195070855,3.2265797637503%,0.64398142103634%,1.9999999999465E-6
18239,y,18," ",2,6908.4887695313,890.4454346,890.44026730889,5.8030743845636,6.9792881957079%,1.3929709659091%,1.9999999999465E-6
18239,y,20," ",2,10679.794921875,982.989563,982.98028930889,9.4342594728585,10.789243366734%,2.1533861810193%,2.0000000000575E-6
18239,z,23," ",2,10205.383789062,1123.5581055,1123.5553537744,2.4491232603383,10.309970383943%,2.0577298144885%,2.9999999999752E-6
18239,y,23," ",2,98985.578125,1131.5667725,1131.5647158089,1.817563836568,100%,19.95863943211%,3.0000000000863E-6
18239,y,11," ",1,7858.2612304688,1144.5203857,1144.5089951509,9.9523456254469,7.9387940943733%,1.5844752885536%,2.9999999999752E-6
18239,y,24," ",2,7311.00390625,1188.1142578,1188.1067458089,6.322656724622,7.3859283794025%,1.4741308139588%,3.0000000000863E-6
18239,y,25," ",2,3421.2626953125,1238.6282959,1238.6305858089,-1.8487424097508,3.4563244061595%,0.68983532582939%,3.0000000000863E-6
18239,y,12," ",1,7607.203125,1243.5793457,1243.5774091509,1.5572404877408,7.6851631006221%,1.5338539930227%,3.0000000000863E-6
18239,y,18," ",1,2963.8806152344,1779.871582,1779.8732581509,-0.94172486764203,2.9942549928754%,0.59761255770594%,4.000000000004E-6
18442,y,1," ",1,5749.0727539063,147.113327,147.11280115091,3.5744618202976,14.642667506501%,4.4608561844768%,1.0000000000288E-6
18442,y,2," ",1,1899.8237304688,310.1746826,310.17613115091,-4.670091485028,4.838778077267%,1.4741230108315%,1.0000000000288E-6
18442,y,6," ",2,2199.6276855469,353.2006836,353.20013780889,1.5452743292649,5.6023672366422%,1.7067487549103%,1.0000000000288E-6
18442,y,3," ",1,1941.0137939453,381.2141113,381.21324515091,2.2720855112286,4.9436875870046%,1.5060834603271%,1.9999999999465E-6
18442,b,5," ",1,2351.177734375,517.2999268,517.29803446688,3.658110015658,5.9883593906076%,1.8243404086449%,2.0000000000575E-6
18442,y,5," ",1,3145.6398925781,608.3409424,608.34023515091,1.1625880553331,8.0118239956017%,2.440784413349%,1.9999999999465E-6
18442,b,11," ",2,12582.044921875,630.3408203,630.34076246688,0.091748978385123,32.045985192602%,9.7627383241889%,1.0000000000288E-6
18442,y,11," ",2,3252.2094726563,650.8563232,650.85403980889,3.5082998128613,8.2832526231716%,2.5234745428218%,2.0000000000575E-6
18442,b,6," ",1,1669.3933105469,664.3707886,664.36644446688,6.5387605848555,4.2518806475889%,1.2953260103757%,1.9999999999465E-6
18442,b,12," ",2,1998.4069824219,686.8867798,686.88279246688,5.8049687148185,5.0898658338236%,1.5506163390577%,1.9999999999465E-6
18442,y,6," ",1,6564.94921875,705.3934937,705.39299915091,0.70109724884414,16.720673528075%,5.0939161107917%,2.0000000000575E-6
18442,y,12," ",2,3525.0009765625,707.3994141,707.39606980889,4.7276076992277,8.9780421068466%,2.7351406182678%,2.0000000000575E-6
18442,b,14," ",2,1720.2358398438,792.4313354,792.43063946688,0.87822591186719,4.3813746170605%,1.3347760610112%,2.0000000000575E-6
18563,b,1," ",1,22777.884765625,129.1027069,129.10223646688,3.6438804924633,100%,9.2122281615855%,1.0000000000288E-6
18563,y,1," ",1,5465.3935546875,147.1128082,147.11280115091,0.047916231129373,23.99429802602%,2.2104094799278%,2.0000000000575E-6
18563,y,5," ",1,1966.9124755859,517.3327026,517.33441915091,-3.3180682467255,8.6351849428716%,0.79549293911221%,3.0000000000863E-6
18563,a,12," ",2,13757.71484375,616.3338623,616.33769415709,-6.2171389651615,60.399440006441%,5.5641342217133%,2.9999999999752E-6
18563,y,6," ",1,2181.3601074219,630.4136963,630.41847915091,-7.5867872965353,9.5766579288077%,0.88222357865633%,2.0000000000575E-6
18563,b,7," ",1,6160.767578125,724.4001465,724.39881246688,1.8415727608036,27.047145253024%,2.491644731904%,2.9999999999752E-6
18563,y,8," ",1,3468.0185546875,832.5167236,832.51383915091,3.4647461161711,15.225375799254%,1.4025963570861%,2.9999999999752E-6
18754,b,1," ",1,34459.4921875,129.1026764,129.10223646688,3.4076336170061,100%,18.359113230412%,1.9999999999465E-6
18754,y,1," ",1,10473.017578125,147.1130066,147.11280115091,1.3965412213696,30.392257439952%,5.579748956679%,1.9999999999465E-6
18754,y,3," ",1,8416.7734375,357.2500916,357.24962515091,1.3056671253603,24.425123248198%,4.4842360338043%,1.9999999999465E-6
18754,b,7," ",2,2011.8583984375,442.2335205,442.23229846688,2.763328516007,5.8383286308766%,1.0718653641062%,1.9999999999465E-6
18754,y,11," ",2,2561.3435058594,646.3818359,646.37968780889,3.3232651745793,7.4329113497166%,1.3646166110106%,2.0000000000575E-6
18754,y,7," ",1,3314.5280761719,741.484436,741.48688915091,-3.3084211534933,9.6186213602249%,1.7658935867283%,2.9999999999752E-6
18801,y,1," ",1,1728.6909179688,147.1131134,147.11280115091,2.1225147543456,6.0058529074882%,0.56408111630261%,1.0000000000288E-6
18801,b,2," ",1,28783.4375,252.1093445,252.10911646688,0.90450168641346,100%,9.3921900018448%,9.9999999991773E-7
18801,b,3," ",1,7079.2490234375,339.1418152,339.14114546688,1.9747917053616,24.594869961024%,2.309996917446%,1.0000000000288E-6
18801,y,3," ",1,24077.55078125,345.2144165,345.21324515091,3.3931174644081,83.650713300835%,7.8566339311128%,1.0000000000288E-6
18801,y,4," ",1,2002.0650634766,458.2971191,458.29730515091,-0.40596116725978,6.9556148860837%,0.65328456589758%,2.0000000000575E-6
18801,a,6," ",1,1701.0080566406,646.2987671,646.29434984731,6.8347382148265,5.9096765514564%,0.55504805020725%,1.9999999999465E-6
18801,M,+2H," ",2,28294.97265625,873.9540405,873.95467880889,-0.73036841519367,98.302965572649%,9.2328013040312%,6.0000000000615E-6
18801,y,10," ",1,3120.7036132813,1073.6154785,1073.6200931509,-4.2982158569362,10.842011532783%,1.0183023231809%,3.0000000000863E-6
18801,y,11," ",1,3408.8276367188,1220.6911621,1220.6885031509,2.1782371867719,11.843017835235%,1.1123187370377%,2.9999999999752E-6
18801,y,12," ",1,6646.6318359375,1307.7276611,1307.7205321509,5.4514316446597,23.091862589163%,2.1688316093391%,2.9999999999752E-6
18801,y,13," ",1,7156.7265625,1408.7786865,1408.7682121509,7.4351117529052,24.864043992313%,2.3352782539003%,2.9999999999752E-6
18801,y,14," ",1,14778.052734375,1495.7954102,1495.8002411509,-3.2296765139456,51.342209332624%,4.8221578516649%,4.000000000004E-6
18821,y,1," ",1,2851.625,147.113266,147.11280115091,3.1598140159538,11.613725149559%,0.61335867388058%,9.9999999991773E-7
18821,b,2," ",1,2183.45703125,242.1865234,242.18629646688,0.93701883353255,8.8924980798001%,0.46964180394082%,1.9999999999465E-6
18821,y,2," ",1,2483.3649902344,294.1818848,294.18121115091,2.2899120184855,10.113923970585%,0.53414928581831%,1.9999999999465E-6
18821,y,5," ",1,2978.0344238281,581.3167725,581.31156915091,8.9510502922697,12.128548909575%,0.64054819443999%,2.0000000000575E-6
18821,M,+3H," ",3,6246.0263671875,649.6945801,649.69590636156,-2.0413574143207,25.437998862198%,1.3434636214794%,9.0000000000368E-6
18821,y,7," ",1,2643.6237792969,831.4503784,831.45453915091,-5.0041832873649,10.766604995956%,0.56861949783324%,4.000000000004E-6
18821,y,17," ",2,8543.8251953125,853.4539185,853.45071130889,3.7579101680503,34.796173250073%,1.8376993088728%,3.999999999893E-6
18821,y,11," ",1,2114.6916503906,1191.6252441,1191.6190401509,5.2063192027156,8.6124394349552%,0.45485099420503%,4.9999999999217E-6
18821,y,12," ",1,2522.8208007813,1278.6499023,1278.6510691509,-0.91256398018365,10.274614432776%,0.54263587281132%,6.0000000000615E-6
18885,a,5," ",1,9731.404296875,356.2282715,356.22922784731,-2.6846402098417,5.2342972731156%,0.29718604961895%,1.9999999999465E-6
18885,b,5," ",1,3887.5190429688,384.2233276,384.22414246688,-2.1208112372187,2.0910065705862%,0.11872042224875%,1.0000000000288E-6
18885,y,8," ",2,2485.3256835938,452.280365,452.27978380889,1.2850256120208,1.3367991968658%,0.075899027457008%,1.0000000000288E-6
18885,a,7," ",1,2089.5466308594,542.2963867,542.29328184731,5.7254124196239,1.1239187992084%,0.063812384089222%,1.0000000000288E-6
18885,y,10," ",2,24045.3359375,549.3344116,549.33254780889,3.3928284666214,12.933430005495%,0.73431728669633%,1.9999999999465E-6
18885,c,15," ",2,2350.123046875,590.305481,590.30946501744,-6.7490319487496,1.2640768259617%,0.071770092281904%,1.9999999999465E-6
18885,y,26," ",3,12097.931640625,811.765625,811.76550002822,0.15395058992371,6.5071975909167%,0.36945711052124%,3.0000000000863E-6
18885,x,7," ",1,7799.4916992188,833.4795532,833.48661673825,-8.4746870642524,4.1951661741172%,0.2381876301112%,2.9999999999752E-6
18885,a,31," ",3,3415.6672363281,901.8059692,901.80602226036,-0.058837881366763,1.8372083982497%,0.10431060326033%,4.000000000004E-6
18885,x,18," ",2,185916.15625,934.4924316,934.48970260256,2.920307659198,100%,5.6776685410162%,5.0000000000328E-6
18885,y,22," ",2,4373.81640625,1035.036499,1035.0390858089,-2.4992378833157,2.3525746736978%,0.13357139215246%,5.9999999999505E-6
18885,y,26," ",2,56334.40234375,1217.1529541,1217.1446118089,6.8539851593707,30.300971943502%,1.7203887516584%,8.000000000008E-6
18885,y,28," ",2,14071.971679688,1310.1751709,1310.1766388089,-1.1203900684437,7.5689880661931%,0.42974205430752%,9.0000000000368E-6
18885,b,23," ",1,2617.685546875,1905.8994141,1905.9123244669,-6.7738514059534,1.4079925056944%,0.079941147555674%,1.0000000000066E-5
18910,y,1," ",1,1792.2509765625,147.1127014,147.11280115091,-0.67805730184662,15.030148499356%,1.7025189702165%,1.0000000000288E-6
18910,a,2," ",1,2354.9990234375,191.085022,191.08487084731,0.79102385405594,19.749457805286%,2.2370921063375%,2.0000000000575E-6
18910,y,16," ",3,3325.859375,552.6113281,552.60967036156,2.9998361108415,27.891272454543%,3.1593447303179%,2.0000000000575E-6
18910,c,5," ",1,1886.6146240234,553.2792358,553.280268568,-1.8666272009349,15.821499517057%,1.7921581457572%,1.9999999999465E-6
18910,y,13," ",2,3352.9331054688,657.835083,657.83647530889,-2.1164969504035,28.118317770572%,3.1850629697389%,1.9999999999465E-6
18910,y,15," ",2,3179.728515625,754.8713989,754.87666230889,-6.9725415509945,26.665792013764%,3.0205301538588%,2.0000000000575E-6
18910,y,16," ",2,6278.9497070313,828.4104004,828.41086730889,-0.56361995294835,52.656434701838%,5.9645837157022%,1.9999999999465E-6
18910,y,8," ",1,7515.6225585938,845.4906006,845.49132715091,-0.85932390527234,63.027402187517%,7.1393404976877%,1.9999999999465E-6
18924,a,1," ",1,1458.8846435547,133.0427551,133.04301584731,-1.9598722062852,7.3354674504926%,0.87165513835247%,1.9999999999465E-6
18924,a,2," ",1,19888.09375,246.1272583,246.12707584731,0.74129467625178,100%,11.882748362464%,1.9999999999465E-6
18924,b,2," ",1,7805.7719726563,274.1227722,274.12199046688,2.8517709202564,39.248467302988%,4.6637966057379%,1.9999999999465E-6
18924,b,3," ",1,7042.482421875,373.191864,373.19040446688,3.9109610095862,35.410545175427%,4.2077459769725%,1.9999999999465E-6
18924,y,12," ",2,2138.3366699219,576.2944946,576.29055480889,6.8364665585332,10.751843272671%,1.277614480418%,2.0000000000575E-6
18924,y,14," ",2,11493.51171875,676.3533936,676.34859930889,7.0884912172627,57.790916833093%,6.8671492236371%,1.9999999999465E-6
18924,y,15," ",2,2204.1252441406,725.8859863,725.88280630889,4.3808602137181,11.082637038256%,1.3169218711812%,2.0000000000575E-6
18924,y,7," ",1,3276.3203125,730.3671875,730.36647115091,0.98080774421745,16.473777495644%,1.9575375255995%,2.9999999999752E-6
18924,y,16," ",2,11612.068359375,776.4082642,776.40664630889,2.0838192378585,58.387035506482%,6.9379845055377%,1.9999999999465E-6
18924,y,17," ",2,8791.9072265625,825.9371948,825.94085330889,-4.4295047029509,44.206887482932%,5.2529931984743%,2.9999999999752E-6
18924,y,9," ",1,3535.5678710938,900.4802246,900.47199515091,9.139039454109,17.777308954478%,2.1124328886784%,2.9999999999752E-6
18924,y,12," ",1,3343.9106445313,1151.5810547,1151.5738331509,6.2710256895714,16.813630740912%,1.9979214315364%,2.9999999999752E-6
19074,a,2," ",1,15805.5390625,185.1649475,185.16483584731,0.60299079192312,37.239342101134%,3.8206475918105%,2.0000000000575E-6
19074,b,2," ",1,8871.6474609375,213.160614,213.15975046688,4.0511077683694,20.902438916642%,2.1445291029297%,2.0000000000575E-6
19074,y,3," ",1,2317.5905761719,289.1885376,289.18702915091,5.2161713321646,5.4604621819699%,0.5602274505564%,2.0000000000575E-6
19074,y,4," ",1,2293.6423339844,402.2719727,402.27108915091,2.1964021647883,5.4040378626212%,0.55443848040613%,2.0000000000575E-6
19074,b,5," ",1,2109.6403808594,472.2754211,472.27657446688,-2.4421428910686,4.97051189096%,0.50995998357565%,1.9999999999465E-6
19074,y,8," ",1,3429.9753417969,773.4477539,773.45157715091,-4.9431031262558,8.0813457008042%,0.82912243472277%,2.9999999999752E-6
19074,y,9," ",1,10829.248046875,860.4836426,860.48360615091,0.0423588441874,25.51473069795%,2.6177367508823%,2.9999999999752E-6
19074,a,18," ",2,3295.431640625,861.4937744,861.49905915709,-6.1343736104631,7.764348039688%,0.79659940176306%,2.9999999999752E-6
19074,y,18," ",2,20145.23046875,890.0266724,890.02798080889,-1.4700761347038,47.46406472854%,4.8696742308215%,3.0000000000863E-6
19074,y,19," ",2,2445.12890625,940.5593872,940.55182080889,8.0446296935743,5.7609545274701%,0.59105708640429%,2.9999999999752E-6
19074,y,10," ",1,3159.5847167969,959.5493164,959.55202015091,-2.8177220747637,7.4442798629674%,0.76376134288216%,4.000000000004E-6
19074,y,20," ",2,9797.71484375,969.0606079,969.06255280889,-2.0070003615451,23.084341092891%,2.3683858851632%,4.000000000004E-6
19074,y,21," ",2,24434.55078125,1019.5943604,1019.5863928089,7.8145326010519,57.570108303953%,5.906524746179%,4.000000000004E-6
19101,a,1," ",1,23326.37109375,120.0814896,120.08077184731,5.9772491461096,100%,6.620589513081%,1.9999999999465E-6
19101,y,1," ",1,2998.4860839844,147.1129913,147.11280115091,1.292539395006,12.854490190237%,0.85104302949486%,9.9999999991773E-7
19101,c,3," ",2,2741.2961425781,183.1132355,183.11280301744,2.3618368233619,11.751918597028%,0.77804629022063%,2.0000000000575E-6
19101,y,2," ",1,1526.0827636719,260.1979675,260.19686115091,4.2519693977461,6.5423068060543%,0.43313927831522%,1.9999999999465E-6
19101,b,4," ",1,5241.4296875,485.2490234,485.25069046688,-3.4354755423521,22.469974718461%,1.4876447898024%,3.0000000000863E-6
19101,y,4," ",1,10054.87890625,485.3112488,485.30820515091,6.2715797067735,43.105199972335%,2.853818348961%,1.9999999999465E-6
19101,y,5," ",1,2321.9348144531,572.3411865,572.34023415091,1.6639562172438,9.9541193318117%,0.65902138060149%,2.9999999999752E-6
19101,b,5," ",1,10459.538085938,598.3330688,598.33475046688,-2.8105786565059,44.839971223556%,2.9686704324953%,2.9999999999752E-6
19101,y,6," ",1,3325.9956054688,686.3820801,686.38316415091,-1.5793669856378,14.258521362373%,0.94399817003769%,4.000000000004E-6
19101,b,7," ",1,8645.9970703125,766.4222412,766.42462846688,-3.1148097156402,37.065332775354%,2.4539435347137%,2.9999999999752E-6
19101,y,7," ",1,7255.3579101563,800.4258423,800.42609415091,-0.31464605029862,31.103671809887%,2.0592464340285%,4.000000000004E-6
19121,a,2," ",1,1797.5533447266,207.0805054,207.07978584731,3.4747606485921,4.5966916933666%,0.53042681900408%,1.9999999999465E-6
19121,b,2," ",1,2667.0695800781,235.0752869,235.07470046688,2.4946670987992,6.8202129412969%,0.78700598097607%,1.0000000000288E-6
19121,b,3," ",1,22196.037109375,363.1332703,363.13328046688,-0.027997651270344,56.759561381384%,6.5496656290959%,1.0000000000288E-6
19121,b,4," ",1,8151.4409179688,476.2183533,476.21734046688,2.1268295691018,20.844811569303%,2.4053488532634%,1.9999999999465E-6
19121,y,4," ",1,3886.5493164063,485.3096008,485.30820515091,2.8757994943283,9.9386585722171%,1.1468533030475%,1.0000000000288E-6
19121,y,19," ",2,36165.47265625,1009.036499,1009.0380208089,-1.5081779503414,92.482110883306%,10.671803802157%,3.0000000000863E-6
19121,y,20," ",2,6445.6625976563,1065.5883789,1065.5800508089,7.8155471282527,16.482806370009%,1.9020032524088%,2.9999999999752E-6
19121,a,22," ",2,2273.7197265625,1159.5845947,1159.5928331571,-7.1046119451573,5.8143412604666%,0.67093526064497%,2.9999999999752E-6
19156,y,2," ",1,1673.3444824219,294.1838684,294.18121115091,9.0326947824034,11.537987210949%,1.2068092078703%,1.0000000000288E-6
19156,b,2," ",1,7215.7109375,320.1716309,320.17171646688,-0.26725308503098,49.753521399422%,5.2039412638466%,1.9999999999465E-6
19156,y,4," ",1,8055.5927734375,492.2826538,492.28165515091,2.028613255345,55.544645691851%,5.8096606143926%,1.9999999999465E-6
19156,b,4," ",1,5473.1274414063,530.3112183,530.30854046688,5.0495757026628,37.738119727412%,3.9471971620434%,2.0000000000575E-6
19156,y,6," ",1,6746.2309570313,662.3872681,662.38717915091,0.13428564718109,46.516379216598%,4.865354218984%,2.9999999999752E-6
19156,b,6," ",1,7119.673828125,674.3606567,674.36203346688,-2.0415842095528,49.091329632344%,5.1346796927185%,3.0000000000863E-6
19190,b,2," ",1,3078.3029785156,185.1283875,185.12845046688,-0.34012534994466,20.06733532272%,1.7364704505156%,1.0000000000288E-6
19190,y,13," ",2,3066.9194335938,656.3253174,656.32564980889,-0.50646945457536,19.993126443769%,1.7300489937854%,1.0000000000288E-6
19190,y,9," ",1,8291.9189453125,881.4243774,881.42240615091,2.2364408679816,54.054691531578%,4.6774707775999%,2.0000000000575E-6
19190,y,19," ",2,5996.0517578125,929.4572144,929.45812080889,-0.97520143578111,39.08802417312%,3.3823722907951%,2.0000000000575E-6
19190,y,10," ",1,3420.4609375,980.487915,980.49082015091,-2.9629557455109,22.29784951973%,1.9294817263165%,1.9999999999465E-6
19190,y,13," ",1,15339.869140625,1311.6557617,1311.6440231509,8.9494930669024,100%,8.6532188882576%,2.0000000000575E-6
19207,y,2," ",1,3525.634765625,204.1348114,204.13426515091,2.6759304254881,4.8391824497982%,0.73872437258986%,1.0000000000288E-6
19207,b,2," ",1,3765.7651367188,216.0981445,216.09788546688,1.198684200095,5.1687783253525%,0.78903876120878%,1.0000000000288E-6
19207,b,8," ",2,2471.12109375,441.7254639,441.72504196688,0.95519402563616,3.3917880390771%,0.51777268518352%,1.9999999999465E-6
19207,y,6," ",1,7780.2377929688,558.3608398,558.36096315091,-0.22091606890097,10.678925267608%,1.6301890763753%,2.9999999999752E-6
19207,y,7," ",1,2104.0163574219,671.4504395,671.44502315091,8.0667052463171,2.8879108891813%,0.44085342551918%,4.000000000004E-6
19207,y,14," ",2,23328.330078125,718.9309692,718.93281780889,-2.5713235618951,32.019778848859%,4.8879725627158%,4.000000000004E-6
19207,z,15," ",2,2318.763671875,774.9501953,774.95274577445,-3.2911354436258,3.1826667287183%,0.4858493158143%,3.999999999893E-6
19273,a,1," ",1,3142.6105957031,159.0920563,159.09167184731,2.4165481859893,13.000493633904%,0.97511448733892%,2.0000000000575E-6
19273,y,1," ",1,3493.4111328125,175.119339,175.11895115091,2.2147750911555,14.451701160442%,1.0839636990005%,9.9999999991773E-7
19273,y,2," ",1,7024.2587890625,272.1723633,272.17171515091,2.3813976798375,29.058271424071%,2.1795435035438%,1.0000000000288E-6
19273,b,2," ",1,1769.1197509766,315.1824951,315.18154646688,3.0097990560072,7.3185745926118%,0.54893670293527%,1.9999999999465E-6
19273,y,3," ",1,2693.9011230469,400.2672424,400.26667515091,1.4171779122515,11.144251994957%,0.83588530380867%,1.9999999999465E-6
19273,y,10," ",3,6449.5581054688,411.2240295,411.22425502822,-0.54843122603063,26.680823645884%,2.0012207539094%,2.9999999999752E-6
19273,y,9," ",2,3502.5671386719,567.8051147,567.80636230889,-2.1972435971509,14.489578139553%,1.0868046981278%,2.9999999999752E-6
19273,y,4," ",1,3593.9733886719,586.347229,586.34598515091,2.1213568820862,14.867711648314%,1.1151669644328%,2.9999999999752E-6
