"Scan Number","Fragment Type","Fragment Bond Number","Neutral Loss","Fragment Charge",Intensity,"Experimental Mz","Theoretical Mz","Mass Error (ppm)","% Base Peak","% TIC","Processing Time"
33273,y,6," ",1,12934.5,704.4368286,704.43749015091,-0.93911939427901,6.513649575649%,0.49537145792408%,6.000000000006E-6
33273,y,7," ",1,10999.657226562,775.4771118,775.47460415091,3.2336959553819,5.5392873807324%,0.42126995531234%,6.9999999999792E-6
33273,b,9," ",1,3713.6540527344,796.4924927,796.49271446688,-0.27842926241521,1.8701489152809%,0.14222723896005%,6.000000000006E-6
33273,M,+2H," ",2,198575.3125,1003.5471802,1003.5459728089,1.2031248581308,100%,7.6051290781132%,1.8000000000018E-5
33273,y,9," ",1,26470.775390625,1006.5450439,1006.5423721509,2.6543831286915,13.330345578897%,1.0137899878337%,8.000000000008E-6
33273,y,11," ",1,101129.8671875,1210.6019287,1210.5992311509,2.2282758996873,50.927713981314%,3.8731183848112%,7.9999999999525E-6
33273,y,12," ",1,37597.22265625,1309.6723633,1309.6676451509,3.6025545172269,18.933482809576%,1.4399158066507%,8.000000000008E-6
33273,y,13," ",1,17122.912109375,1380.7155762,1380.7047591509,7.8344403607917,8.6228806057525%,0.65578120031907%,8.9999999999812E-6
33273,y,14," ",1,78777.71875,1437.7294922,1437.7262231509,2.2737632791099,39.671456516026%,3.0170654752113%,8.9999999999812E-6
33273,y,15," ",1,10342.025390625,1536.8056641,1536.7946371509,7.1752912358656,5.208112358189%,0.39608366737344%,1.000000000001E-5
33273,y,16," ",1,29647.50390625,1593.8217773,1593.8161011509,3.5613576039845,14.93010562743%,1.1354538044647%,8.9999999999812E-6
33273,y,17," ",1,3183.5639648438,1692.8741455,1692.8845151509,-6.1254331384149,1.6032022937614%,0.12192560382382%,1.000000000001E-5
